Row 	Latitude 	Longitude 	t 	Luftemperatur_Max
24129 	54.175 	7.892 	20180523 	19.7
24130 	54.175 	7.892 	20180524 	20.9
24131 	54.175 	7.892 	20180525 	20.3
24132 	54.175 	7.892 	20180526 	21.5
24133 	54.175 	7.892 	20180527 	19.5
24134 	54.175 	7.892 	20180528 	20.2
24135 	54.175 	7.892 	20180529 	22.3
24136 	54.175 	7.892 	20180530 	21.6
24137 	54.175 	7.892 	20180531 	21.7
24138 	54.175 	7.892 	20180601 	20.9
24139 	54.175 	7.892 	20180602 	15.7
24140 	54.175 	7.892 	20180603 	16.8
24141 	54.175 	7.892 	20180604 	15.9
24142 	54.175 	7.892 	20180605 	16.9
24143 	54.175 	7.892 	20180606 	22.2
24144 	54.175 	7.892 	20180607 	22.4
24145 	54.175 	7.892 	20180608 	22.8
24146 	54.175 	7.892 	20180609 	19.3
24147 	54.175 	7.892 	20180610 	18.8
24148 	54.175 	7.892 	20180611 	16.9
24149 	54.175 	7.892 	20180612 	15.7
24150 	54.175 	7.892 	20180613 	15.5
24151 	54.175 	7.892 	20180614 	18.5
24152 	54.175 	7.892 	20180615 	19.1
24153 	54.175 	7.892 	20180616 	18.6
24154 	54.175 	7.892 	20180617 	17.3
24155 	54.175 	7.892 	20180618 	17.0
24156 	54.175 	7.892 	20180619 	17.7
24157 	54.175 	7.892 	20180620 	19.4
24158 	54.175 	7.892 	20180621 	14.7
24159 	54.175 	7.892 	20180622 	15.2
24160 	54.175 	7.892 	20180623 	14.0
24161 	54.175 	7.892 	20180624 	15.3
24162 	54.175 	7.892 	20180625 	14.7
24163 	54.175 	7.892 	20180626 	15.6
24164 	54.175 	7.892 	20180627 	16.5
24165 	54.175 	7.892 	20180628 	20.5
24166 	54.175 	7.892 	20180629 	18.8
24167 	54.175 	7.892 	20180630 	20.3
24168 	54.175 	7.892 	20180701 	21.5
24169 	54.175 	7.892 	20180702 	20.8
24170 	54.175 	7.892 	20180703 	17.8
24171 	54.175 	7.892 	20180704 	18.0
24172 	54.175 	7.892 	20180705 	17.2
24173 	54.175 	7.892 	20180706 	17.5
24174 	54.175 	7.892 	20180707 	17.7
24175 	54.175 	7.892 	20180708 	18.1
24176 	54.175 	7.892 	20180709 	16.7
24177 	54.175 	7.892 	20180710 	19.0
24178 	54.175 	7.892 	20180711 	20.9
24179 	54.175 	7.892 	20180712 	19.0
24180 	54.175 	7.892 	20180713 	18.1
24181 	54.175 	7.892 	20180714 	18.3
24182 	54.175 	7.892 	20180715 	20.8
24183 	54.175 	7.892 	20180716 	23.1
24184 	54.175 	7.892 	20180717 	24.9
24185 	54.175 	7.892 	20180718 	19.9
24186 	54.175 	7.892 	20180719 	20.0
24187 	54.175 	7.892 	20180720 	20.9
24188 	54.175 	7.892 	20180721 	22.4
24189 	54.175 	7.892 	20180722 	21.3
24190 	54.175 	7.892 	20180723 	21.6
24191 	54.175 	7.892 	20180724 	25.4
24192 	54.175 	7.892 	20180725 	23.0
24193 	54.175 	7.892 	20180726 	28.2
24194 	54.175 	7.892 	20180727 	28.2
24195 	54.175 	7.892 	20180728 	23.7
24196 	54.175 	7.892 	20180729 	24.1
24197 	54.175 	7.892 	20180730 	24.8
24198 	54.175 	7.892 	20180731 	26.6
24199 	54.175 	7.892 	20180801 	21.8
24200 	54.175 	7.892 	20180802 	24.6
24201 	54.175 	7.892 	20180803 	24.5
24202 	54.175 	7.892 	20180804 	23.3
24203 	54.175 	7.892 	20180805 	21.2
24204 	54.175 	7.892 	20180806 	23.6
24205 	54.175 	7.892 	20180807 	27.3
24206 	54.175 	7.892 	20180808 	24.3
24207 	54.175 	7.892 	20180809 	23.4
24208 	54.175 	7.892 	20180810 	19.5
24209 	54.175 	7.892 	20180811 	18.4
24210 	54.175 	7.892 	20180812 	20.8
24211 	54.175 	7.892 	20180813 	21.3
24212 	54.175 	7.892 	20180814 	20.5
24213 	54.175 	7.892 	20180815 	21.5
24214 	54.175 	7.892 	20180816 	20.9
24215 	54.175 	7.892 	20180817 	20.3
24216 	54.175 	7.892 	20180818 	20.3
24217 	54.175 	7.892 	20180819 	20.8
24218 	54.175 	7.892 	20180820 	20.1
24219 	54.175 	7.892 	20180821 	21.4
24220 	54.175 	7.892 	20180822 	23.7
24221 	54.175 	7.892 	20180823 	21.2
24222 	54.175 	7.892 	20180824 	18.0
24223 	54.175 	7.892 	20180825 	17.0
24224 	54.175 	7.892 	20180826 	18.0
24225 	54.175 	7.892 	20180827 	19.0
24226 	54.175 	7.892 	20180828 	18.2
24227 	54.175 	7.892 	20180829 	21.6
24228 	54.175 	7.892 	20180830 	18.2
24229 	54.175 	7.892 	20180831 	18.4
24230 	54.175 	7.892 	20180901 	18.7
24231 	54.175 	7.892 	20180902 	19.3
24232 	54.175 	7.892 	20180903 	21.2
24233 	54.175 	7.892 	20180904 	21.2
24234 	54.175 	7.892 	20180905 	20.5
24235 	54.175 	7.892 	20180906 	20.3
24236 	54.175 	7.892 	20180907 	18.2
24237 	54.175 	7.892 	20180908 	17.8
24238 	54.175 	7.892 	20180909 	20.2
24239 	54.175 	7.892 	20180910 	18.9
24240 	54.175 	7.892 	20180911 	18.4
24241 	54.175 	7.892 	20180912 	17.2
24242 	54.175 	7.892 	20180913 	17.6
24243 	54.175 	7.892 	20180914 	16.8
24244 	54.175 	7.892 	20180915 	17.1
24245 	54.175 	7.892 	20180916 	18.7
24246 	54.175 	7.892 	20180917 	19.4
24247 	54.175 	7.892 	20180918 	21.8
24248 	54.175 	7.892 	20180919 	21.2
24249 	54.175 	7.892 	20180920 	20.0
24250 	54.175 	7.892 	20180921 	19.5
24251 	54.175 	7.892 	20180922 	15.4
24252 	54.175 	7.892 	20180923 	14.2
24253 	54.175 	7.892 	20180924 	13.2
24254 	54.175 	7.892 	20180925 	15.0
24255 	54.175 	7.892 	20180926 	17.1
24256 	54.175 	7.892 	20180927 	17.6
24257 	54.175 	7.892 	20180928 	14.7
24258 	54.175 	7.892 	20180929 	14.8
24259 	54.175 	7.892 	20180930 	15.6
24260 	54.175 	7.892 	20181001 	13.0
24261 	54.175 	7.892 	20181002 	15.1
24262 	54.175 	7.892 	20181003 	14.0
24263 	54.175 	7.892 	20181004 	15.6
24264 	54.175 	7.892 	20181005 	16.4
24265 	54.175 	7.892 	20181006 	14.3
24266 	54.175 	7.892 	20181007 	13.1
24267 	54.175 	7.892 	20181008 	14.8
24268 	54.175 	7.892 	20181009 	15.9
24269 	54.175 	7.892 	20181010 	16.2
24270 	54.175 	7.892 	20181011 	17.2
24271 	54.175 	7.892 	20181012 	18.0
24272 	54.175 	7.892 	20181013 	19.4
24273 	54.175 	7.892 	20181014 	18.5
24274 	54.175 	7.892 	20181015 	18.5
24275 	54.175 	7.892 	20181016 	16.7
24276 	54.175 	7.892 	20181017 	16.6
24277 	54.175 	7.892 	20181018 	14.7
24278 	54.175 	7.892 	20181019 	12.8
24279 	54.175 	7.892 	20181020 	15.0
24280 	54.175 	7.892 	20181021 	15.1
24281 	54.175 	7.892 	20181022 	14.1
24282 	54.175 	7.892 	20181023 	14.1
24283 	54.175 	7.892 	20181024 	13.7
24284 	54.175 	7.892 	20181025 	13.7
24285 	54.175 	7.892 	20181026 	13.9
24286 	54.175 	7.892 	20181027 	10.0
24287 	54.175 	7.892 	20181028 	6.8
24288 	54.175 	7.892 	20181029 	8.7
24289 	54.175 	7.892 	20181030 	10.4
24290 	54.175 	7.892 	20181031 	11.4
24291 	54.175 	7.892 	20181101 	11.9
24292 	54.175 	7.892 	20181102 	12.5
24293 	54.175 	7.892 	20181103 	10.6
24294 	54.175 	7.892 	20181104 	10.8
24295 	54.175 	7.892 	20181105 	11.6
24296 	54.175 	7.892 	20181106 	11.8
24297 	54.175 	7.892 	20181107 	13.9
24298 	54.175 	7.892 	20181108 	13.0
24299 	54.175 	7.892 	20181109 	12.0
24300 	54.175 	7.892 	20181110 	13.1
24301 	54.175 	7.892 	20181111 	13.0
24302 	54.175 	7.892 	20181112 	11.9
24303 	54.175 	7.892 	20181113 	12.4
24304 	54.175 	7.892 	20181114 	12.4
24305 	54.175 	7.892 	20181115 	11.0
24306 	54.175 	7.892 	20181116 	9.9
24307 	54.175 	7.892 	20181117 	7.8
24308 	54.175 	7.892 	20181118 	8.2
24309 	54.175 	7.892 	20181119 	7.2
24310 	54.175 	7.892 	20181120 	7.2
24311 	54.175 	7.892 	20181121 	4.9
24312 	54.175 	7.892 	20181122 	4.5
24313 	54.175 	7.892 	20181123 	5.1
24314 	54.175 	7.892 	20181124 	5.2
24315 	54.175 	7.892 	20181125 	6.6
24316 	54.175 	7.892 	20181126 	6.6
24317 	54.175 	7.892 	20181127 	5.2
24318 	54.175 	7.892 	20181128 	4.6
24319 	54.175 	7.892 	20181129 	9.9
24320 	54.175 	7.892 	20181130 	10.6
24321 	54.175 	7.892 	20181201 	9.2
24322 	54.175 	7.892 	20181202 	10.9
24323 	54.175 	7.892 	20181203 	11.0
24324 	54.175 	7.892 	20181204 	9.0
24325 	54.175 	7.892 	20181205 	8.5
24326 	54.175 	7.892 	20181206 	10.3
24327 	54.175 	7.892 	20181207 	10.8
24328 	54.175 	7.892 	20181208 	9.8
24329 	54.175 	7.892 	20181209 	9.4
24330 	54.175 	7.892 	20181210 	9.3
24331 	54.175 	7.892 	20181211 	8.8
24332 	54.175 	7.892 	20181212 	5.1
24333 	54.175 	7.892 	20181213 	5.0
24334 	54.175 	7.892 	20181214 	4.0
24335 	54.175 	7.892 	20181215 	3.0
24336 	54.175 	7.892 	20181216 	2.4
24337 	54.175 	7.892 	20181217 	7.3
24338 	54.175 	7.892 	20181218 	7.8
24339 	54.175 	7.892 	20181219 	7.8
24340 	54.175 	7.892 	20181220 	7.7
24341 	54.175 	7.892 	20181221 	8.6
24342 	54.175 	7.892 	20181222 	8.3
24343 	54.175 	7.892 	20181223 	8.7
24344 	54.175 	7.892 	20181224 	7.7
24345 	54.175 	7.892 	20181225 	8.1
24346 	54.175 	7.892 	20181226 	8.6
24347 	54.175 	7.892 	20181227 	8.4
24348 	54.175 	7.892 	20181228 	8.5
24349 	54.175 	7.892 	20181229 	9.0
24350 	54.175 	7.892 	20181230 	8.6
24351 	54.175 	7.892 	20181231 	8.6
24352 	54.175 	7.892 	20190101 	8.8
24353 	54.175 	7.892 	20190102 	7.3
24354 	54.175 	7.892 	20190103 	6.6
24355 	54.175 	7.892 	20190104 	8.2
24356 	54.175 	7.892 	20190105 	8.5
24357 	54.175 	7.892 	20190106 	7.9
24358 	54.175 	7.892 	20190107 	8.8
24359 	54.175 	7.892 	20190108 	8.2
24360 	54.175 	7.892 	20190109 	6.4
24361 	54.175 	7.892 	20190110 	6.8
24362 	54.175 	7.892 	20190111 	7.9
24363 	54.175 	7.892 	20190112 	7.8
24364 	54.175 	7.892 	20190113 	8.3
24365 	54.175 	7.892 	20190114 	5.9
24366 	54.175 	7.892 	20190115 	7.5
24367 	54.175 	7.892 	20190116 	7.2
24368 	54.175 	7.892 	20190117 	6.5
24369 	54.175 	7.892 	20190118 	5.1
24370 	54.175 	7.892 	20190119 	4.4
24371 	54.175 	7.892 	20190120 	3.1
24372 	54.175 	7.892 	20190121 	6.3
24373 	54.175 	7.892 	20190122 	3.1
24374 	54.175 	7.892 	20190123 	-0.2
24375 	54.175 	7.892 	20190124 	-2.1
24376 	54.175 	7.892 	20190125 	6.1
24377 	54.175 	7.892 	20190126 	6.3
24378 	54.175 	7.892 	20190127 	6.0
24379 	54.175 	7.892 	20190128 	4.6
24380 	54.175 	7.892 	20190129 	4.6
24381 	54.175 	7.892 	20190130 	2.8
24382 	54.175 	7.892 	20190131 	2.8
24383 	54.175 	7.892 	20190201 	2.1
24384 	54.175 	7.892 	20190202 	3.5
24385 	54.175 	7.892 	20190203 	5.8
24386 	54.175 	7.892 	20190204 	4.3
24387 	54.175 	7.892 	20190205 	5.9
24388 	54.175 	7.892 	20190206 	5.0
24389 	54.175 	7.892 	20190207 	7.0
24390 	54.175 	7.892 	20190208 	7.8
24391 	54.175 	7.892 	20190209 	7.5
24392 	54.175 	7.892 	20190210 	6.4
24393 	54.175 	7.892 	20190211 	6.6
24394 	54.175 	7.892 	20190212 	6.0
24395 	54.175 	7.892 	20190213 	6.4
24396 	54.175 	7.892 	20190214 	6.0
24397 	54.175 	7.892 	20190215 	8.1
24398 	54.175 	7.892 	20190216 	7.6
24399 	54.175 	7.892 	20190217 	8.6
24400 	54.175 	7.892 	20190218 	8.2
24401 	54.175 	7.892 	20190219 	6.6
24402 	54.175 	7.892 	20190220 	6.8
24403 	54.175 	7.892 	20190221 	6.8
24404 	54.175 	7.892 	20190222 	5.9
24405 	54.175 	7.892 	20190223 	6.3
24406 	54.175 	7.892 	20190224 	7.3
24407 	54.175 	7.892 	20190225 	7.6
24408 	54.175 	7.892 	20190226 	8.2
24409 	54.175 	7.892 	20190227 	8.9
24410 	54.175 	7.892 	20190228 	6.3
24411 	54.175 	7.892 	20190301 	6.7
24412 	54.175 	7.892 	20190302 	7.6
24413 	54.175 	7.892 	20190303 	8.3
24414 	54.175 	7.892 	20190304 	9.0
24415 	54.175 	7.892 	20190305 	7.1
24416 	54.175 	7.892 	20190306 	7.8
24417 	54.175 	7.892 	20190307 	8.1
24418 	54.175 	7.892 	20190308 	7.0
24419 	54.175 	7.892 	20190309 	7.3
24420 	54.175 	7.892 	20190310 	7.2
24421 	54.175 	7.892 	20190311 	6.2
24422 	54.175 	7.892 	20190312 	7.5
24423 	54.175 	7.892 	20190313 	7.1
24424 	54.175 	7.892 	20190314 	7.2
24425 	54.175 	7.892 	20190315 	8.7
24426 	54.175 	7.892 	20190316 	8.9
24427 	54.175 	7.892 	20190317 	8.2
24428 	54.175 	7.892 	20190318 	7.0
24429 	54.175 	7.892 	20190319 	7.7
24430 	54.175 	7.892 	20190320 	7.7
24431 	54.175 	7.892 	20190321 	9.1
24432 	54.175 	7.892 	20190322 	10.2
24433 	54.175 	7.892 	20190323 	9.0
24434 	54.175 	7.892 	20190324 	7.7
24435 	54.175 	7.892 	20190325 	7.6
24436 	54.175 	7.892 	20190326 	7.6
24437 	54.175 	7.892 	20190327 	7.5
24438 	54.175 	7.892 	20190328 	9.0
24439 	54.175 	7.892 	20190329 	9.7
24440 	54.175 	7.892 	20190330 	10.9
24441 	54.175 	7.892 	20190331 	7.7
24442 	54.175 	7.892 	20190401 	8.6
24443 	54.175 	7.892 	20190402 	10.6
24444 	54.175 	7.892 	20190403 	8.3
24445 	54.175 	7.892 	20190404 	8.2
24446 	54.175 	7.892 	20190405 	8.2
24447 	54.175 	7.892 	20190406 	13.3
24448 	54.175 	7.892 	20190407 	12.8
24449 	54.175 	7.892 	20190408 	11.2
24450 	54.175 	7.892 	20190409 	9.3
24451 	54.175 	7.892 	20190410 	6.9
24452 	54.175 	7.892 	20190411 	7.0
24453 	54.175 	7.892 	20190412 	7.0
24454 	54.175 	7.892 	20190413 	5.7
24455 	54.175 	7.892 	20190414 	7.5
24456 	54.175 	7.892 	20190415 	9.4
24457 	54.175 	7.892 	20190416 	10.0
24458 	54.175 	7.892 	20190417 	12.0
24459 	54.175 	7.892 	20190418 	13.0
24460 	54.175 	7.892 	20190419 	14.4
24461 	54.175 	7.892 	20190420 	13.7
24462 	54.175 	7.892 	20190421 	14.0
24463 	54.175 	7.892 	20190422 	15.0
24464 	54.175 	7.892 	20190423 	14.1
24465 	54.175 	7.892 	20190424 	15.1
24466 	54.175 	7.892 	20190425 	14.8
24467 	54.175 	7.892 	20190426 	13.6
24468 	54.175 	7.892 	20190427 	11.2
24469 	54.175 	7.892 	20190428 	9.9
24470 	54.175 	7.892 	20190429 	10.4
24471 	54.175 	7.892 	20190430 	10.0
24472 	54.175 	7.892 	20190501 	8.8
24473 	54.175 	7.892 	20190502 	9.5
24474 	54.175 	7.892 	20190503 	8.7
24475 	54.175 	7.892 	20190504 	8.4
24476 	54.175 	7.892 	20190505 	10.5
24477 	54.175 	7.892 	20190506 	8.7
24478 	54.175 	7.892 	20190507 	9.8
24479 	54.175 	7.892 	20190508 	11.9
24480 	54.175 	7.892 	20190509 	13.6
24481 	54.175 	7.892 	20190510 	10.2
24482 	54.175 	7.892 	20190511 	10.5
24483 	54.175 	7.892 	20190512 	11.6
24484 	54.175 	7.892 	20190513 	11.4
24485 	54.175 	7.892 	20190514 	11.5
24486 	54.175 	7.892 	20190515 	12.9
24487 	54.175 	7.892 	20190516 	13.9
24488 	54.175 	7.892 	20190517 	13.3
24489 	54.175 	7.892 	20190518 	18.1
24490 	54.175 	7.892 	20190519 	15.9
24491 	54.175 	7.892 	20190520 	15.9
24492 	54.175 	7.892 	20190521 	13.0
24493 	54.175 	7.892 	20190522 	12.7
24494 	54.175 	7.892 	20190523 	16.3
24495 	54.175 	7.892 	20190524 	14.2
24496 	54.175 	7.892 	20190525 	12.0
24497 	54.175 	7.892 	20190526 	13.2
24498 	54.175 	7.892 	20190527 	13.3
24499 	54.175 	7.892 	20190528 	13.1
24500 	54.175 	7.892 	20190529 	13.5
24501 	54.175 	7.892 	20190530 	15.3
24502 	54.175 	7.892 	20190531 	15.6
24503 	54.175 	7.892 	20190601 	15.6
24504 	54.175 	7.892 	20190602 	21.8
24505 	54.175 	7.892 	20190603 	17.6
24506 	54.175 	7.892 	20190604 	19.0
24507 	54.175 	7.892 	20190605 	18.3
24508 	54.175 	7.892 	20190606 	19.1
24509 	54.175 	7.892 	20190607 	18.1
24510 	54.175 	7.892 	20190608 	15.6
24511 	54.175 	7.892 	20190609 	17.0
24512 	54.175 	7.892 	20190610 	16.8
24513 	54.175 	7.892 	20190611 	16.6
24514 	54.175 	7.892 	20190612 	16.4
24515 	54.175 	7.892 	20190613 	18.6
24516 	54.175 	7.892 	20190614 	18.8
24517 	54.175 	7.892 	20190615 	17.8
24518 	54.175 	7.892 	20190616 	17.9
24519 	54.175 	7.892 	20190617 	19.9
24520 	54.175 	7.892 	20190618 	21.7
24521 	54.175 	7.892 	20190619 	21.8
24522 	54.175 	7.892 	20190620 	17.3
24523 	54.175 	7.892 	20190621 	17.6
24524 	54.175 	7.892 	20190622 	17.1
24525 	54.175 	7.892 	20190623 	20.7
24526 	54.175 	7.892 	20190624 	21.7
24527 	54.175 	7.892 	20190625 	23.4
24528 	54.175 	7.892 	20190626 	21.4
24529 	54.175 	7.892 	20190627 	15.6
24530 	54.175 	7.892 	20190628 	16.3
24531 	54.175 	7.892 	20190629 	21.5
24532 	54.175 	7.892 	20190630 	22.6
24533 	54.175 	7.892 	20190701 	18.3
24534 	54.175 	7.892 	20190702 	16.4
24535 	54.175 	7.892 	20190703 	16.8
24536 	54.175 	7.892 	20190704 	17.1
24537 	54.175 	7.892 	20190705 	17.1
24538 	54.175 	7.892 	20190706 	16.4
24539 	54.175 	7.892 	20190707 	15.7
24540 	54.175 	7.892 	20190708 	15.8
24541 	54.175 	7.892 	20190709 	16.2
24542 	54.175 	7.892 	20190710 	16.7
24543 	54.175 	7.892 	20190711 	18.4
24544 	54.175 	7.892 	20190712 	17.7
24545 	54.175 	7.892 	20190713 	16.9
24546 	54.175 	7.892 	20190714 	15.4
24547 	54.175 	7.892 	20190715 	16.2
24548 	54.175 	7.892 	20190716 	15.8
24549 	54.175 	7.892 	20190717 	17.4
24550 	54.175 	7.892 	20190718 	21.3
24551 	54.175 	7.892 	20190719 	19.8
24552 	54.175 	7.892 	20190720 	21.3
24553 	54.175 	7.892 	20190721 	18.6
24554 	54.175 	7.892 	20190722 	19.0
24555 	54.175 	7.892 	20190723 	23.3
24556 	54.175 	7.892 	20190724 	24.9
24557 	54.175 	7.892 	20190725 	25.8
24558 	54.175 	7.892 	20190726 	24.1
24559 	54.175 	7.892 	20190727 	23.7
24560 	54.175 	7.892 	20190728 	24.5
24561 	54.175 	7.892 	20190729 	20.5
24562 	54.175 	7.892 	20190730 	21.3
24563 	54.175 	7.892 	20190731 	22.6
24564 	54.175 	7.892 	20190801 	21.8
24565 	54.175 	7.892 	20190802 	21.6
24566 	54.175 	7.892 	20190803 	20.4
24567 	54.175 	7.892 	20190804 	20.1
24568 	54.175 	7.892 	20190805 	19.8
24569 	54.175 	7.892 	20190806 	20.5
24570 	54.175 	7.892 	20190807 	20.3
24571 	54.175 	7.892 	20190808 	19.2
24572 	54.175 	7.892 	20190809 	19.8
24573 	54.175 	7.892 	20190810 	20.9
24574 	54.175 	7.892 	20190811 	20.0
24575 	54.175 	7.892 	20190812 	19.1
24576 	54.175 	7.892 	20190813 	17.6
24577 	54.175 	7.892 	20190814 	18.2
24578 	54.175 	7.892 	20190815 	19.1
24579 	54.175 	7.892 	20190816 	20.0
24580 	54.175 	7.892 	20190817 	20.3
24581 	54.175 	7.892 	20190818 	18.1
24582 	54.175 	7.892 	20190819 	19.1
24583 	54.175 	7.892 	20190820 	19.3
24584 	54.175 	7.892 	20190821 	19.5
24585 	54.175 	7.892 	20190822 	21.6
24586 	54.175 	7.892 	20190823 	20.7
24587 	54.175 	7.892 	20190824 	22.8
24588 	54.175 	7.892 	20190825 	24.5
24589 	54.175 	7.892 	20190826 	23.0
24590 	54.175 	7.892 	20190827 	24.9
24591 	54.175 	7.892 	20190828 	24.7
24592 	54.175 	7.892 	20190829 	21.5
24593 	54.175 	7.892 	20190830 	21.6
24594 	54.175 	7.892 	20190831 	23.8
24595 	54.175 	7.892 	20190901 	18.8
24596 	54.175 	7.892 	20190902 	18.0
24597 	54.175 	7.892 	20190903 	19.0
24598 	54.175 	7.892 	20190904 	18.8
24599 	54.175 	7.892 	20190905 	16.5
24600 	54.175 	7.892 	20190906 	16.8
24601 	54.175 	7.892 	20190907 	17.7
24602 	54.175 	7.892 	20190908 	17.6
24603 	54.175 	7.892 	20190909 	17.9
24604 	54.175 	7.892 	20190910 	18.2
24605 	54.175 	7.892 	20190911 	17.6
24606 	54.175 	7.892 	20190912 	18.6
24607 	54.175 	7.892 	20190913 	18.5
24608 	54.175 	7.892 	20190914 	17.5
24609 	54.175 	7.892 	20190915 	18.2
24610 	54.175 	7.892 	20190916 	15.9
24611 	54.175 	7.892 	20190917 	15.0
24612 	54.175 	7.892 	20190918 	15.0
24613 	54.175 	7.892 	20190919 	15.0
24614 	54.175 	7.892 	20190920 	16.5
24615 	54.175 	7.892 	20190921 	17.7
24616 	54.175 	7.892 	20190922 	19.7
24617 	54.175 	7.892 	20190923 	17.4
24618 	54.175 	7.892 	20190924 	18.2
24619 	54.175 	7.892 	20190925 	15.4
24620 	54.175 	7.892 	20190926 	17.3
24621 	54.175 	7.892 	20190927 	17.6
24622 	54.175 	7.892 	20190928 	17.0
24623 	54.175 	7.892 	20190929 	16.5
24624 	54.175 	7.892 	20190930 	15.7
24625 	54.175 	7.892 	20191001 	13.8
24626 	54.175 	7.892 	20191002 	13.9
24627 	54.175 	7.892 	20191003 	12.9
24628 	54.175 	7.892 	20191004 	13.2
24629 	54.175 	7.892 	20191005 	11.8
24630 	54.175 	7.892 	20191006 	11.8
24631 	54.175 	7.892 	20191007 	12.2
24632 	54.175 	7.892 	20191008 	15.8
24633 	54.175 	7.892 	20191009 	14.6
24634 	54.175 	7.892 	20191010 	14.7
24635 	54.175 	7.892 	20191011 	15.5
24636 	54.175 	7.892 	20191012 	15.4
24637 	54.175 	7.892 	20191013 	18.5
24638 	54.175 	7.892 	20191014 	15.5
24639 	54.175 	7.892 	20191015 	16.9
24640 	54.175 	7.892 	20191016 	14.7
24641 	54.175 	7.892 	20191017 	15.0
24642 	54.175 	7.892 	20191018 	15.4
24643 	54.175 	7.892 	20191019 	13.9
24644 	54.175 	7.892 	20191020 	13.5
24645 	54.175 	7.892 	20191021 	14.3
24646 	54.175 	7.892 	20191022 	14.5
24647 	54.175 	7.892 	20191023 	13.6
24648 	54.175 	7.892 	20191024 	15.8
24649 	54.175 	7.892 	20191025 	15.1
24650 	54.175 	7.892 	20191026 	16.4
24651 	54.175 	7.892 	20191027 	13.1
24652 	54.175 	7.892 	20191028 	12.0
24653 	54.175 	7.892 	20191029 	10.0
24654 	54.175 	7.892 	20191030 	9.5
24655 	54.175 	7.892 	20191031 	8.8
24656 	54.175 	7.892 	20191101 	10.0
24657 	54.175 	7.892 	20191102 	14.2
24658 	54.175 	7.892 	20191103 	12.8
24659 	54.175 	7.892 	20191104 	12.4
24660 	54.175 	7.892 	20191105 	11.5
24661 	54.175 	7.892 	20191106 	8.1
24662 	54.175 	7.892 	20191107 	10.0
24663 	54.175 	7.892 	20191108 	10.1
24664 	54.175 	7.892 	20191109 	9.4
24665 	54.175 	7.892 	20191110 	10.8
24666 	54.175 	7.892 	20191111 	8.7
24667 	54.175 	7.892 	20191112 	7.9
24668 	54.175 	7.892 	20191113 	9.7
24669 	54.175 	7.892 	20191114 	8.2
24670 	54.175 	7.892 	20191115 	8.5
24671 	54.175 	7.892 	20191116 	9.0
24672 	54.175 	7.892 	20191117 	8.2
24673 	54.175 	7.892 	20191118 	9.1
24674 	54.175 	7.892 	20191119 	10.2
24675 	54.175 	7.892 	20191120 	8.3
24676 	54.175 	7.892 	20191121 	8.1
24677 	54.175 	7.892 	20191122 	9.0
24678 	54.175 	7.892 	20191123 	9.3
24679 	54.175 	7.892 	20191124 	7.5
24680 	54.175 	7.892 	20191125 	7.3
24681 	54.175 	7.892 	20191126 	10.1
24682 	54.175 	7.892 	20191127 	10.3
24683 	54.175 	7.892 	20191128 	10.0
24684 	54.175 	7.892 	20191129 	8.5
24685 	54.175 	7.892 	20191130 	8.2
24686 	54.175 	7.892 	20191201 	8.3
24687 	54.175 	7.892 	20191202 	8.7
24688 	54.175 	7.892 	20191203 	9.3
24689 	54.175 	7.892 	20191204 	8.2
24690 	54.175 	7.892 	20191205 	7.7
24691 	54.175 	7.892 	20191206 	9.4
24692 	54.175 	7.892 	20191207 	10.1
24693 	54.175 	7.892 	20191208 	10.2
24694 	54.175 	7.892 	20191209 	8.4
24695 	54.175 	7.892 	20191210 	7.9
24696 	54.175 	7.892 	20191211 	7.6
24697 	54.175 	7.892 	20191212 	6.9
24698 	54.175 	7.892 	20191213 	5.0
24699 	54.175 	7.892 	20191214 	8.1
24700 	54.175 	7.892 	20191215 	8.5
24701 	54.175 	7.892 	20191216 	8.1
24702 	54.175 	7.892 	20191217 	10.9
24703 	54.175 	7.892 	20191218 	8.3
24704 	54.175 	7.892 	20191219 	9.7
24705 	54.175 	7.892 	20191220 	10.0
24706 	54.175 	7.892 	20191221 	8.8
24707 	54.175 	7.892 	20191222 	8.0
24708 	54.175 	7.892 	20191223 	8.6
24709 	54.175 	7.892 	20191224 	8.0
24710 	54.175 	7.892 	20191225 	8.6
24711 	54.175 	7.892 	20191226 	8.0
24712 	54.175 	7.892 	20191227 	6.6
24713 	54.175 	7.892 	20191228 	4.1
24714 	54.175 	7.892 	20191229 	6.8
24715 	54.175 	7.892 	20191230 	8.2
24716 	54.175 	7.892 	20191231 	8.6
24717 	54.175 	7.892 	20200101 	6.9
24718 	54.175 	7.892 	20200102 	6.1
24719 	54.175 	7.892 	20200103 	7.8
24720 	54.175 	7.892 	20200104 	8.4
24721 	54.175 	7.892 	20200105 	7.0
24722 	54.175 	7.892 	20200106 	6.9
24723 	54.175 	7.892 	20200107 	7.7
24724 	54.175 	7.892 	20200108 	8.6
24725 	54.175 	7.892 	20200109 	9.6
24726 	54.175 	7.892 	20200110 	9.1
24727 	54.175 	7.892 	20200111 	7.3
24728 	54.175 	7.892 	20200112 	8.0
24729 	54.175 	7.892 	20200113 	7.0
24730 	54.175 	7.892 	20200114 	11.0
24731 	54.175 	7.892 	20200115 	11.0
24732 	54.175 	7.892 	20200116 	7.7
24733 	54.175 	7.892 	20200117 	8.4
24734 	54.175 	7.892 	20200118 	7.2
24735 	54.175 	7.892 	20200119 	7.9
